OrderId,Property Id,Property Name,Parent Property Id,Parent Property Name,BBL - 10 digits,"NYC Borough, Block and Lot (BBL) self-reported",NYC Building Identification Number (BIN),Address 1 (self-reported),Address 2,Postal Code,Street Number,Street Name,Borough,DOF Gross Floor Area,Primary Property Type - Self Selected,List of All Property Use Types at Property,Largest Property Use Type,Largest Property Use Type - Gross Floor Area (ft²),2nd Largest Property Use Type,2nd Largest Property Use - Gross Floor Area (ft²),3rd Largest Property Use Type,3rd Largest Property Use Type - Gross Floor Area (ft²),Year Built,Number of Buildings - Self-reported,Occupancy,Metered Areas (Energy),Metered Areas  (Water),Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Weather Normalized Source EUI (kBtu/ft²),Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),District Steam Use (kBtu),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Electricity Use - Grid Purchase (kBtu),Weather Normalized Site Electricity (kWh),Total GHG Emissions (Metric Tons CO2e),Direct GHG Emissions (Metric Tons CO2e),Indirect GHG Emissions (Metric Tons CO2e),Property GFA - Self-Reported (ft²),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Source EUI (kBtu/ft²),Release Date,Water Required?,DOF Benchmarking Submission Status,Latitude,Longitude,Community Board,Council District,Census Tract,NTA
6262,4903060,Fort Tyron Apartment Corp,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1021800633,1-02180-0633,1085393,245 - 303 Bennett Ave.,Not Available,10040,4523,BROADWAY,Manhattan,316007,Multifamily Housing,Multifamily Housing,Multifamily Housing,355508,Not Available,Not Available,Not Available,Not Available,1951,1,100,Whole Building,Whole Building,81.2,86.3,2.9,0.8,111.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,25228434,271381.7,3651029.3,1035013.9,1678.8,1340,338.8,355508,Not Available,Not Available,106.8,05/01/2017 04:04:27 PM,Yes,In Compliance,40.858825,-73.931567,12,10,279,Washington Heights North                                                   
6270,2960385,B & R: 425 West 205th Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1022020033,1-02202-0033,1064507,425 West 205th Street,Not Available,10034,425,WEST 205 STREET,Manhattan,77967,Multifamily Housing,Multifamily Housing,Multifamily Housing,90961,Not Available,Not Available,Not Available,Not Available,1946,1,100,Whole Building,Whole Building,18.6,18.2,4,0,47.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,404200,4042,1286921.1,366415.9,140.9,21.5,119.4,90961,5916.3,65.04,49.1,04/26/2017 01:00:19 PM,No,In Compliance,40.862651,-73.918606,12,10,299,Marble Hill-Inwood                                                         
6281,4407819,MP 18 Jacobus Pl,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1022150481,1-02215-0481,1064645,18 Jacobus Pl,Not Available,10463,18,JACOBUS PLACE,Manhattan,60198,Multifamily Housing,Multifamily Housing,Multifamily Housing,70000,Not Available,Not Available,Not Available,Not Available,1945,1,100,Whole Building,Whole Building,108.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6572441.3,Not Available,1044432.6,Not Available,446,349.1,96.9,70000,8426.1,120.37,145.4,05/01/2017 07:43:09 PM,Yes,In Compliance,40.875573,-73.911568,8,10,309,Marble Hill-Inwood                                                         
6284,4495593,130 West 228th Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1022150586,1022150586,1064685,130 West 228th Street,Not Available,10463,130,WEST 228 STREET,Manhattan,59718,Multifamily Housing,Multifamily Housing,Multifamily Housing,59728,Not Available,Not Available,Not Available,Not Available,1930,1,100,Whole Building,Not Available,85.1,91.1,4,0.8,123.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4275150.8,46332.4,806659.1,236418.2,301.9,227.1,74.9,59728,6091.9,101.99,117.6,04/26/2017 10:20:55 AM,No,In Compliance,40.876455,-73.9085,8,10,309,Marble Hill-Inwood                                                         
6297,2775587,Inwood Houses,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1022200043,1022200043,1064761,10-20 Post Avenue,Not Available,10034,10,POST AVENUE,Manhattan,87600,Multifamily Housing,Multifamily Housing,Multifamily Housing,90188,Not Available,Not Available,Not Available,Not Available,1981,1,100,Whole Building,Whole Building,54.4,57.8,2.2,0.5,76.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4254603.2,45529.9,655350.2,194633.6,286.8,226,60.8,90188,Not Available,Not Available,72.4,03/21/2017 01:01:14 PM,Yes,In Compliance,40.862801,-73.924809,12,10,291,Marble Hill-Inwood                                                         
6302,2771185,"207 Sherman Associates, LLC (II)",Not Applicable: Standalone Property,Not Applicable: Standalone Property,1022220001,1-02222-0001,1064776,189-199 Sherman Avenue,Not Available,10034,189,SHERMAN AVENUE,Manhattan,64212,Multifamily Housing,"Multifamily Housing, Other",Multifamily Housing,77438,Other,5062,Not Available,Not Available,1925,1,100,Whole Building,Whole Building,49.5,49,5.3,0.3,89.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2545971.5,25459.7,1538531.7,438871.4,278,135.2,142.8,82500,Not Available,Not Available,91,04/12/2017 02:21:24 PM,Yes,In Compliance,40.865197,-73.921593,12,10,293,Marble Hill-Inwood                                                         
6307,2604459,110 Post,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1022220035,1022220035,1064782,110 Post Avenue,Not Available,10034,110,POST AVENUE,Manhattan,104400,Multifamily Housing,Multifamily Housing,Multifamily Housing,106215,Not Available,Not Available,Not Available,Not Available,1939,1,100,Whole Building,Whole Building,102.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8961334.3,Not Available,Not Available,Not Available,431022.5,Not Available,1477147.2,Not Available,834.7,697.6,137.1,106215,Not Available,Not Available,133.1,05/09/2017 11:09:02 AM,Yes,In Compliance,40.864395,-73.920509,12,10,293,Marble Hill-Inwood                                                         
6309,3525350,512-520 Isham St,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1022230012,1-02223-0012,1064787,512 Isham St.,Not Available,10019,253,SHERMAN AVENUE,Manhattan,55340,Multifamily Housing,"Multifamily Housing, Other, Other - Restaurant/Bar, Personal Services (Health/Beauty, Dry Cleaning, etc.)",Multifamily Housing,51527,Other - Restaurant/Bar,1952,"Personal Services (Health/Beauty, Dry Cleaning, etc.)",1449,1927,1,100,Whole Building,Whole Building,142.2,147.9,7.6,1.2,209.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6366857.6,67473.3,1502354.5,422008.2,477.6,338.2,139.4,55340,Not Available,Not Available,206,04/18/2017 09:00:11 AM,Yes,In Compliance,40.866104,-73.919144,12,10,293,Marble Hill-Inwood                                                         
6327,2817156,1 Seaman Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1022370008,1022370008,1064935,1 Seaman Avenue,Not Available,10034,1,SEAMAN AVENUE,Manhattan,72743,Multifamily Housing,"Multifamily Housing, Retail Store",Multifamily Housing,70510,Retail Store,5000,Not Available,Not Available,1925,1,100,Whole Building,Not Available,166.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7537250.1,Not Available,Not Available,Not Available,2585735.1,Not Available,2437152,Not Available,931,704.8,226.2,75510,Not Available,Not Available,238.1,05/09/2017 11:09:02 AM,Yes,In Compliance,40.866324,-73.927868,12,10,295,Marble Hill-Inwood                                                         
6328,2817491,11 Seaman,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1022370012,1022370012,1064936,11 Seaman Avenue,Not Available,10034,11,SEAMAN AVENUE,Manhattan,53521,Multifamily Housing,Multifamily Housing,Multifamily Housing,53521,Not Available,Not Available,Not Available,Not Available,1925,1,100,Whole Building,Whole Building,121,Not Available,Not Available,Not Available,Not Available,Not Available,5048867.7,Not Available,Not Available,Not Available,Not Available,256132.7,Not Available,1172466,Not Available,497.1,388.3,108.8,53521,Not Available,Not Available,169.1,05/09/2017 11:09:02 AM,Yes,In Compliance,40.866557,-73.927538,12,10,295,Marble Hill-Inwood                                                         
6329,2658980,Pinnacle - 25 Cumming St,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1022370023,1-02237-0023,1064938,25 Cumming Street,Not Available,10034,25,SEAMAN AVENUE,Manhattan,56370,Multifamily Housing,Multifamily Housing,Multifamily Housing,59189,Not Available,Not Available,Not Available,Not Available,1930,1,100,Whole Building,Whole Building,41.9,41.2,4.4,0.3,74.7,Not Available,0,Not Available,0,Not Available,Not Available,1546506.2,15465.1,932437.1,261069.2,168.7,82.1,86.5,59189,4349.5,73.49,76.9,05/01/2017 02:58:14 PM,Yes,In Compliance,40.866884,-73.927079,12,10,295,Marble Hill-Inwood                                                         
6339,2817519,165 Seaman,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1022420005,1022420005,1064988,165 Seaman Avenue,Not Available,10034,165,SEAMAN AVENUE,Manhattan,74338,Multifamily Housing,Multifamily Housing,Multifamily Housing,74938,Not Available,Not Available,Not Available,Not Available,1937,1,100,Whole Building,Whole Building,95.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5995781.3,Not Available,Not Available,Not Available,232365.1,Not Available,908688.3,Not Available,548.1,463.8,84.3,74938,2767.5,36.93,122.1,05/09/2017 11:09:02 AM,No,In Compliance,40.869427,-73.921562,12,10,303,Marble Hill-Inwood                                                         
6344,4115736,B & R: 10 Park Terrace East,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1022430045,1-02243-0045,1065003,10 Park Terrace East,Not Available,10034,10,PARK TERRACE EAST,Manhattan,80808,Multifamily Housing,Multifamily Housing,Multifamily Housing,94276,Not Available,Not Available,Not Available,Not Available,1925,1,100,Whole Building,Not Available,13.6,13.1,2.5,0,31.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,414800,4215,864829.5,239631.4,102.3,22,80.3,94276,Not Available,Not Available,33.4,04/26/2017 01:00:19 PM,Yes,In Compliance,40.8698,-73.917635,12,10,303,Marble Hill-Inwood                                                         
6345,2787415,"Park Terrace Realty, LLC-221-229",Not Applicable: Standalone Property,Not Applicable: Standalone Property,1022430090,1-02243-0090,1080041;1080042;1080039;1080040,221-229 Seaman Avenue,"31-41 Park Terrace West, NY, NY",10034,221,SEAMAN AVENUE,Manhattan,107106,Multifamily Housing,Multifamily Housing,Multifamily Housing,115106,Not Available,Not Available,Not Available,Not Available,1924,2,100,Whole Building,Whole Building,56.9,59.3,3.3,0.1,84.3,Not Available,Not Available,4518101.5,Not Available,Not Available,Not Available,665384.9,6698.1,1362166.2,383203.2,501.9,375.5,126.4,115106,7275.8,63.21,82.9,04/27/2017 06:56:05 PM,No,In Compliance,40.871075,-73.919141,12,10,303,Marble Hill-Inwood                                                         
6346,4412199,55 Park Terrace East,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1022430210,1-02243-0210,1065004,"55-57 Park Terrace East, Manhattan, NY 10034",Not Available,10034,55,PARK TERRACE EAST,Manhattan,87400,Multifamily Housing,Multifamily Housing,Multifamily Housing,87400,Not Available,Not Available,Not Available,Not Available,1939,1,100,Whole Building,Whole Building,63.4,66,3.2,0,90,Not Available,4324230.2,Not Available,Not Available,Not Available,Not Available,211921.1,2156.5,1002355.6,279394.4,425.2,332.2,93,87400,2780.5,31.81,88.5,04/28/2017 02:40:51 PM,Yes,In Compliance,40.870401,-73.916644,12,10,307,Marble Hill-Inwood                                                         
6350,4412201,60 Park Terrace West,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1022430240,1-02243-0240,1065008,"60-62 Park Terrace West, Manhattan, NY 10034",Not Available,10034,60,PARK TERRACE WEST,Manhattan,87400,Multifamily Housing,Multifamily Housing,Multifamily Housing,87400,Not Available,Not Available,Not Available,Not Available,1939,1,100,Whole Building,Whole Building,72.7,72.2,3.2,0,96.2,Not Available,5143825.8,Not Available,Not Available,Not Available,Not Available,217063.2,2170.6,989831.8,278425.1,485.1,393.2,91.9,87400,3139.6,35.92,97.6,04/28/2017 02:40:51 PM,Yes,In Compliance,40.871101,-73.917655,12,10,307,Marble Hill-Inwood                                                         
6351,2969088,Ventura:  5025 Broadway,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1022430241,1-02243-0241,1065009,5025 Broadway,Not Available,10034,5025,BROADWAY,Manhattan,61380,Multifamily Housing,"Multifamily Housing, Other",Multifamily Housing,58000,Other,6000,Not Available,Not Available,1925,1,100,Whole Building,Whole Building,32.1,32.1,6.5,0.1,80,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,637300,6373,1416860.4,415258,165.3,33.9,131.5,64000,Not Available,Not Available,80,04/27/2017 06:46:06 AM,Yes,In Compliance,40.869396,-73.916616,12,10,303,Marble Hill-Inwood                                                         
6352,3538202,520 West 218th,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1022430283,1022430283,1065020,520 West 218 Street,Not Available,10034,520,WEST 218 STREET,Manhattan,67734,Multifamily Housing,Multifamily Housing,Multifamily Housing,74875,Not Available,Not Available,Not Available,Not Available,1925,1,100,Whole Building,Not Available,74.2,Not Available,3.7,0,Not Available,Not Available,Not Available,Not Available,4350001.5,Not Available,Not Available,222259.3,2301.4,980264.3,280699.2,430.5,339.6,91,74875,4328.2,57.81,102.9,05/01/2017 09:19:06 PM,No,In Compliance,40.871734,-73.915391,12,10,307,Marble Hill-Inwood                                                         
6355,5819943,50 Park Terrace East - 35026,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1022430332,1-02243-0332,1065028,50 Park Terrace East,Not Available,10034,48,PARK TERRACE EAST,Manhattan,106983,Multifamily Housing,Multifamily Housing,Multifamily Housing,107000,Not Available,Not Available,Not Available,Not Available,1941,1,100,Whole Building,Not Available,25.6,27.4,8,Not Available,86.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2738205.7,860026.5,254.1,0,254.1,107000,2931.6,27.4,80.4,04/25/2017 02:37:35 PM,No,In Compliance,40.870332,-73.916705,12,10,307,Marble Hill-Inwood                                                         
6370,2801251,Seaman 20 LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,1022470041,1022470041,1065061,20 Seaman Ave,Not Available,10034,20,SEAMAN AVENUE,Manhattan,50754,Multifamily Housing,Multifamily Housing,Multifamily Housing,50754,Not Available,Not Available,Not Available,Not Available,1926,1,100,Whole Building,Whole Building,87.3,93.2,3.9,0.8,125.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3729681.1,40637.2,702927.8,195668.1,263.3,198.1,65.2,50754,Not Available,Not Available,120.6,04/28/2017 08:59:09 AM,Yes,In Compliance,40.8667,-73.927368,12,10,295,Marble Hill-Inwood                                                         
6386,5991312,500 EAST 132 STREET,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2022600192,2022600192,2000010,500 EAST 132 STREET,Not Available,10454,550,EAST 132 STREET,Bronx,98000,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,98000,Not Available,Not Available,Not Available,Not Available,1967,1,100,Whole Building,Not Available,86.4,87.5,20.8,0.2,240.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1407370.2,16073.7,7055951,2042860,729.5,74.8,654.8,98000,Not Available,Not Available,241.2,08/02/2017 12:04:09 AM,Yes,In Compliance,40.803285,-73.921174,1,8,19,Mott Haven-Port Morris                                                     
6394,5838720,120 Bruckner Blvd,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2022770010,2-02277-0010,2000137,120 Bruckner Blvd,Not Available,10454,120,BRUCKNER BOULEVARD,Bronx,104334,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,104334,Not Available,Not Available,Not Available,Not Available,1913,1,100,Whole Building,Whole Building,11.9,Not Available,0.6,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,34.4,0.3,229389.9,67230.3,97.1,75.8,21.3,104334,62.8,0.6,16.7,04/09/2017 04:12:19 PM,Yes,In Compliance,40.804391,-73.9217,1,8,19,Mott Haven-Port Morris                                                     
6416,4043926,Wavecrest - 105 Willis Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2022957501,2-02295-7501,2117111,105 Willis Avenue,Not Available,10454,85,WILLIS AVENUE,Bronx,476038,Multifamily Housing,Multifamily Housing,Multifamily Housing,490319,Not Available,Not Available,Not Available,Not Available,2009,1,100,Whole Building,Not Available,51.9,54,1.8,0.5,69.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2.24E+07,233903.4,3077111.8,901849.8,1473.7,1188.2,285.6,490319,32956.9,67.22,67.6,05/01/2017 02:58:14 PM,Yes,In Compliance,40.805703,-73.925372,1,8,19,Mott Haven-Port Morris                                                     
